loanID,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,is_bad
61702050,10000,10000,10000.0, 36 months,9.99,322.63,B,B3,Warehouse associate,5 years,RENT,25000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,325xx,FL,8.69,0.0,Jan-2004,0.0,64.0,61.0,6.0,1.0,4790,34.2,24.0,w,1
82144730,6000,6000,6000.0, 36 months,10.99,196.41,B,B4,,,OWN,28000.0,Verified,n,,,credit_card,Credit card refinancing,490xx,MI,12.77,0.0,Jul-1985,2.0,,41.0,11.0,1.0,10626,59.7,34.0,w,0
33664898,8400,8400,8400.0, 36 months,8.18,263.93,B,B1,Assistant Professor,2 years,MORTGAGE,95000.0,Not Verified,n,,,other,Other,713xx,LA,20.91,0.0,Jul-2002,0.0,76.0,,8.0,0.0,12099,65.8,38.0,f,0
32225316,11700,11700,11700.0, 60 months,18.24,298.64,D,D5,Technician,< 1 year,MORTGAGE,57000.0,Not Verified,n,,,medical,Medical expenses,553xx,MN,31.47,1.0,Apr-1998,0.0,4.0,,7.0,0.0,60567,0.0,24.0,w,0
45676174,18800,18800,18800.0, 36 months,11.53,620.22,B,B5,Manager,10+ years,MORTGAGE,112000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,983xx,WA,21.31,2.0,Dec-1998,0.0,3.0,,11.0,0.0,4560,73.5,38.0,w,0
45803249,28000,28000,28000.0, 36 months,8.18,879.75,B,B1,Senior Developer,9 years,MORTGAGE,95000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,274xx,NC,11.05,0.0,Mar-1997,1.0,,,7.0,0.0,27150,87.3,15.0,w,0
23375027,7475,7475,7475.0, 36 months,17.57,268.63,D,D4,Sales manager,7 years,RENT,175000.0,Not Verified,n,,,moving,Moving and relocation,971xx,OR,6.79,0.0,Feb-2001,1.0,71.0,,7.0,0.0,9409,30.6,18.0,w,0
12265916,8000,8000,8000.0, 36 months,6.89,246.62,A,A3,Equipment Operations,5 years,MORTGAGE,90000.0,Source Verified,n,,,credit_card,Credit card refinancing,206xx,MD,15.77,0.0,Dec-1996,0.0,35.0,,10.0,0.0,9732,73.2,25.0,w,0
81264495,12000,12000,12000.0, 60 months,21.0,324.65,E,E1,machine operator,7 years,MORTGAGE,42000.0,Verified,n,,,debt_consolidation,consolidate,174xx,PA,25.71,0.0,Apr-1998,3.0,,,12.0,0.0,4769,25.2,16.0,f,1
54337352,10000,10000,10000.0, 36 months,11.49,329.72,B,B5,Sr Software Engineer,6 years,MORTGAGE,124000.0,Source Verified,n,,,credit_card,Credit card refinancing,752xx,TX,11.51,0.0,Aug-2005,0.0,73.0,,11.0,0.0,25433,70.6,21.0,f,0
72152100,10000,10000,10000.0, 36 months,17.76,360.33,D,D1,JPMorgan Chase,8 years,RENT,74800.0,Not Verified,n,,,debt_consolidation,Debt Consolidation Loan,430xx,OH,25.41,0.0,Oct-1989,1.0,,,24.0,0.0,29478,84.0,41.0,f,0
39771960,5200,5200,5200.0, 36 months,15.31,181.06,C,C4,Marketing,< 1 year,MORTGAGE,24000.0,Verified,n,,,credit_card,Credit card refinancing,787xx,TX,19.3,0.0,Jan-2008,0.0,,,8.0,0.0,16471,48.7,8.0,w,0
6649477,16000,16000,16000.0, 36 months,18.25,580.45,E,E1,Nurse,< 1 year,MORTGAGE,32000.0,Verified,n,,,debt_consolidation,Debt consolidation,712xx,LA,31.7,0.0,Jun-1994,0.0,,,14.0,0.0,14087,61.8,27.0,f,0
77311896,20000,20000,20000.0, 60 months,8.9,414.2,A,A5,Academy Mortgage,2 years,MORTGAGE,125000.0,Verified,n,,  Borrower added on 04/18/13 > I am building a garage.<br>,home_improvement,Garage,013xx,MA,3.23,0.0,Feb-1987,0.0,58.0,,17.0,0.0,2144,2.5,36.0,f,0
32253465,6475,6475,6475.0, 36 months,17.57,232.7,D,D4,Supervisor,10+ years,MORTGAGE,64000.0,Verified,n,,,debt_consolidation,Debt consolidation,125xx,NY,30.17,0.0,Mar-1996,3.0,60.0,,11.0,0.0,31660,79.0,27.0,f,1
96518020,6000,6000,6000.0, 36 months,9.99,193.58,B,B3,Collections,10+ years,RENT,65000.0,Verified,n,,,debt_consolidation,Debt consolidation,117xx,NY,11.17,0.0,Sep-2000,0.0,,86.0,11.0,1.0,4859,30.6,18.0,w,0
10744232,6500,6500,6500.0, 36 months,9.67,208.74,B,B1,Senior Product Manager,2 years,RENT,145000.0,Not Verified,n,,"  Borrower added on 01/02/14 > I'd like to pay down two credit cards, a Mastercard with 18.9% and a Care Credit card with 26.9% interest rates.  Thanks in advance for your help in consolidating these cards and eliminating excessive interest payments.<br>",credit_card,Consolidation,926xx,CA,3.84,0.0,Nov-2005,0.0,,105.0,5.0,1.0,4191,62.6,9.0,f,1
93151651,35000,35000,35000.0, 36 months,14.99,1213.12,C,C5,Director of Ecommerce,5 years,MORTGAGE,150000.0,Source Verified,n,,,home_improvement,Home improvement,730xx,OK,17.46,0.0,Apr-1986,3.0,45.0,,15.0,0.0,17344,91.3,36.0,f,0
92760670,21600,21600,21600.0, 60 months,18.25,551.44,D,D3,f and b,5 years,MORTGAGE,100000.0,Verified,n,,"  Borrower added on 12/30/13 > i will use thins loan to pay off credit cards.  and city agency , department of finance, water bill.  For the past 4 years we have had money issues.  Storm issues, and some medical..i have a good jod since.  And the payments should be no problem.  the payments will come out of my account.  Thank you<br>",debt_consolidation,home repair ,113xx,NY,5.69,2.0,Aug-1998,1.0,15.0,,16.0,0.0,6656,51.9,38.0,f,1
64140350,12000,12000,12000.0, 36 months,9.99,387.15,B,B3,Engineer,10+ years,MORTGAGE,95000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,993xx,WA,17.01,0.0,Aug-1997,1.0,,,17.0,0.0,22290,76.1,42.0,f,0
9011855,28000,28000,28000.0, 60 months,16.55,689.12,D,D2,utility,4 years,MORTGAGE,75000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,128xx,NY,24.48,0.0,Oct-1995,1.0,52.0,,11.0,0.0,8682,81.9,20.0,w,1
64515300,10200,10200,10200.0, 36 months,20.99,384.24,E,E5,EMT-B,7 years,MORTGAGE,30000.0,Verified,n,,,debt_consolidation,Debt consolidation,170xx,PA,26.32,1.0,Apr-2004,2.0,15.0,95.0,6.0,1.0,812,14.8,24.0,w,1
15270744,16000,16000,16000.0, 36 months,9.67,513.8,B,B1,Claim Representative,10+ years,OWN,73000.0,Not Verified,n,,  Borrower added on 12/17/13 > Debt consolidation and home repairs<br>,debt_consolidation,Consolidation ,247xx,WV,12.67,0.0,Oct-1992,0.0,,,9.0,0.0,16430,58.1,25.0,w,0
17661970,23000,23000,23000.0, 60 months,16.29,562.87,C,C4,Baltimore County Public Schools,10+ years,MORTGAGE,70000.0,Verified,n,,,debt_consolidation,Getting Rid of those credit cards,219xx,MD,28.71,1.0,Sep-1999,1.0,22.0,,12.0,0.0,18018,52.1,28.0,f,1
56318329,12000,12000,12000.0, 60 months,17.14,299.14,D,D4,,,RENT,40000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,328xx,FL,28.3,3.0,Feb-1991,1.0,4.0,,7.0,0.0,1933,96.6,30.0,w,0
55125680,10500,10500,10500.0, 36 months,10.99,343.71,B,B4,buyer,10+ years,RENT,75000.0,Verified,n,,,debt_consolidation,Debt consolidation,604xx,IL,18.18,0.0,Sep-2001,1.0,,59.0,5.0,1.0,4808,61.6,41.0,f,0
25266150,8000,8000,8000.0, 36 months,12.69,268.36,C,C2,truck driver,3 years,MORTGAGE,43000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,724xx,AR,13.26,0.0,Feb-2003,1.0,29.0,,8.0,0.0,8885,67.8,10.0,f,0
96450750,12500,12500,12500.0, 60 months,14.33,293.0,C,C5,Clinical Faculty Specialist,1 year,OWN,33000.0,Source Verified,n,,,credit_card,Credit card refinancing,280xx,NC,20.65,0.0,Jun-2004,1.0,36.0,,9.0,0.0,13502,74.6,16.0,w,0
74564061,10750,10750,10750.0, 36 months,16.29,379.48,D,D2,Register Nurse,< 1 year,RENT,27000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,070xx,NJ,21.16,0.0,Mar-2000,0.0,,74.0,15.0,1.0,13802,75.0,28.0,w,0
48635793,14000,14000,14000.0, 36 months,6.03,426.1,A,A1,KForce,< 1 year,MORTGAGE,60000.0,Verified,n,,  Borrower added on 03/22/12 > Consolidation<br>,debt_consolidation,Consolidation,662xx,KS,6.72,0.0,Oct-1999,0.0,,,6.0,0.0,5090,17.6,32.0,f,0
96744509,16000,16000,16000.0, 36 months,13.11,539.96,B,B4,quickway,1 year,OWN,45000.0,Not Verified,n,,"  Borrower added on 01/30/13 > my loan is for consolidation of bills,im making payments easy but want to get them into one bill<br>",debt_consolidation,consolidation,307xx,GA,18.72,0.0,Jul-2005,0.0,,,7.0,0.0,20591,71.5,17.0,f,0
78477038,20000,20000,20000.0, 60 months,19.52,524.56,E,E2,Engineering Technican,10+ years,MORTGAGE,56000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,265xx,WV,19.16,0.0,Oct-1990,3.0,,,11.0,0.0,18860,59.3,26.0,f,1
11533674,2100,2100,2100.0, 36 months,12.49,70.25,B,B5,Sales Consultant,2 years,RENT,35000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,658xx,MO,18.76,0.0,Aug-2008,0.0,,,9.0,0.0,1719,95.5,13.0,w,0
51699084,23000,23000,23000.0, 36 months,20.2,857.11,E,E3,Manager of Human Resources,7 years,MORTGAGE,120000.0,Source Verified,n,,,other,Other,258xx,WV,15.61,2.0,Jul-1998,1.0,7.0,,9.0,0.0,7608,55.5,19.0,f,0
37741868,14975,14975,14975.0, 36 months,13.53,508.4,B,B5,Team lead,3 years,RENT,65000.0,Not Verified,n,,  Borrower added on 01/22/14 > Medical expense<br><br>  Borrower added on 01/22/14 > Medical expense<br>,medical,Medical expenses,088xx,NJ,7.32,0.0,Jan-2009,0.0,,,7.0,0.0,1977,8.1,7.0,f,0
43502606,25000,25000,25000.0, 36 months,6.49,766.12,A,A2,,,MORTGAGE,62000.0,Verified,n,,,credit_card,Credit card refinancing,346xx,FL,17.06,0.0,Nov-1993,2.0,,,26.0,0.0,32007,32.0,53.0,w,0
17996621,17875,17875,17875.0, 36 months,11.67,590.9,B,B4,Analyst,10+ years,MORTGAGE,50000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,186xx,PA,23.72,1.0,Mar-1992,3.0,6.0,,16.0,0.0,23527,22.9,37.0,w,0
96606887,13200,13200,13200.0, 36 months,16.55,467.67,D,D2,palleter,1 year,RENT,43000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,496xx,MI,16.22,0.0,Apr-2005,1.0,,,6.0,0.0,12303,84.3,22.0,w,0
48234964,6400,6400,6400.0, 36 months,13.33,216.66,C,C3,mailhandler,10+ years,MORTGAGE,63000.0,Not Verified,n,,,credit_card,Credit card refinancing,117xx,NY,9.68,1.0,Dec-1999,0.0,47.0,,11.0,0.0,13505,53.0,24.0,w,0
85574801,15000,15000,15000.0, 60 months,15.61,361.67,D,D1,Banquets,10+ years,RENT,46000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,331xx,FL,28.09,0.0,Aug-2004,0.0,,,18.0,0.0,15810,51.8,23.0,w,0
18897684,9000,9000,9000.0, 36 months,14.3,308.92,C,C1,Cashier,1 year,OWN,30000.0,Source Verified,n,,,debt_consolidation,Consolidation Loan,606xx,IL,16.8,0.0,Jan-1982,1.0,,102.0,19.0,1.0,8985,29.8,26.0,f,1
34636926,18000,18000,18000.0, 60 months,15.41,432.11,D,D1,special officer,10+ years,OWN,50000.0,Source Verified,n,,,credit_card,Credit card refinancing,112xx,NY,14.71,0.0,Jun-1989,1.0,,113.0,12.0,1.0,18360,71.4,14.0,w,0
59934480,8000,8000,8000.0, 36 months,14.98,277.25,C,C3,Art Director,2 years,MORTGAGE,39000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,917xx,CA,27.89,0.0,Mar-1988,0.0,,,9.0,0.0,20652,49.8,16.0,f,0
59840254,32500,32500,32500.0, 36 months,12.59,1088.65,C,C2,Surgical Critical Care Fellow,< 1 year,RENT,65000.0,Verified,n,,,credit_card,Credit card refinancing,112xx,NY,23.15,0.0,Oct-2004,0.0,,,13.0,0.0,10376,20.5,50.0,f,0
76327893,20000,20000,19900.0, 36 months,6.92,616.82,A,A4,,,RENT,90000.0,Verified,n,,,credit_card,Credit card refinancing,330xx,FL,20.0,0.0,Mar-1983,0.0,,,10.0,0.0,27857,71.1,48.0,f,0
56759670,25750,25750,25750.0, 36 months,17.57,925.38,D,D4,cust serv,10+ years,MORTGAGE,70000.0,Verified,n,,,home_improvement,Home improvement,302xx,GA,23.7,0.0,Sep-1997,0.0,55.0,55.0,8.0,3.0,3160,101.9,34.0,w,0
54951624,13700,13700,13700.0, 60 months,18.92,354.79,D,D4,Loan Officer,4 years,RENT,130000.0,Verified,n,,,debt_consolidation,Debt consolidation,922xx,CA,8.22,0.0,Aug-2000,1.0,,63.0,7.0,1.0,2184,25.1,23.0,f,0
23146817,10000,10000,10000.0, 36 months,15.22,347.74,C,C3,QuikTrip,8 years,MORTGAGE,72000.0,Not Verified,n,,,debt_consolidation,Pay Off,301xx,GA,16.8,1.0,Apr-1990,0.0,13.0,,6.0,0.0,7557,57.2,19.0,w,0
95168369,12000,12000,12000.0, 36 months,13.98,410.02,C,C3,maintenance supervisor,10+ years,RENT,60000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,381xx,TN,17.94,0.0,Apr-1999,0.0,,,5.0,0.0,4483,89.7,8.0,w,0
93717282,20000,20000,20000.0, 36 months,5.93,607.81,A,A1,Attorney ,6 years,MORTGAGE,138000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,217xx,MD,5.69,2.0,Apr-1982,1.0,20.0,,13.0,0.0,16757,31.5,28.0,w,0
43540799,15000,15000,15000.0, 60 months,15.61,361.67,D,D1,Teacher/Coach,6 years,OWN,42000.0,Source Verified,n,,,home_improvement,Home improvement,238xx,VA,13.63,0.0,Apr-1997,0.0,49.0,,6.0,0.0,3419,72.7,17.0,w,1
99807327,15000,15000,15000.0, 60 months,12.59,338.16,C,C2,Sr. Management Consultant,4 years,RENT,52781.0,Source Verified,n,,,debt_consolidation,Debt consolidation,103xx,NY,11.94,1.0,Feb-1980,0.0,21.0,,19.0,0.0,10425,14.0,32.0,w,1
22718361,15625,15625,15625.0, 36 months,14.27,536.08,C,C2,AMS of Houston,4 years,OWN,39707.2,Verified,n,,,debt_consolidation,debt consolidation,770xx,TX,21.76,0.0,Jan-2006,1.0,,,7.0,0.0,6019,47.0,11.0,f,0
14068978,10000,10000,10000.0, 36 months,10.99,327.34,B,B2,Database Administrator,1 year,RENT,45000.0,Verified,n,,,credit_card,Re-Finance,303xx,GA,10.96,0.0,Aug-2000,0.0,36.0,,6.0,0.0,6168,40.3,20.0,f,0
79117413,9750,9750,9750.0, 36 months,14.33,334.8,C,C1,Cee&Cee,6 years,RENT,35000.0,Not Verified,n,,  Borrower added on 07/05/12 > Problem-Solving Pay off high rated credit cards balance and reduce my monthly payments and better control my debts<br>,credit_card,problem-solving,104xx,NY,13.65,0.0,Aug-2006,0.0,,,8.0,0.0,16337,76.7,12.0,f,1
26207997,18000,18000,18000.0, 60 months,16.55,443.01,D,D2,Technichian,1 year,OWN,55000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,923xx,CA,38.51,1.0,Sep-1995,0.0,18.0,,12.0,0.0,14090,83.4,19.0,w,1
57150827,30000,30000,30000.0, 60 months,11.44,658.88,B,B4,Vice President - East Region,1 year,MORTGAGE,250000.0,Source Verified,n,,,credit_card,Credit card refinancing,199xx,DE,17.04,0.0,Apr-2007,3.0,,,29.0,0.0,26821,39.9,34.0,f,0
13102434,15000,15000,15000.0, 36 months,7.89,469.29,A,A5,CMA,5 years,RENT,45000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,967xx,HI,22.56,1.0,Jul-2001,0.0,10.0,,11.0,0.0,9736,62.4,19.0,w,0
93416865,24000,24000,24000.0, 60 months,17.57,603.85,D,D4,Sr. System Engineer,4 years,RENT,100000.0,Source Verified,n,,,moving,Moving and relocation,902xx,CA,19.81,0.0,Aug-2004,1.0,45.0,15.0,19.0,1.0,16039,51.9,48.0,f,0
68176769,24000,24000,24000.0, 36 months,10.64,781.65,B,B2,Republic Services,4 years,MORTGAGE,67500.0,Verified,n,,,home_improvement,Home Improvement and debt consolidation,850xx,AZ,13.99,0.0,Dec-2000,1.0,,,10.0,0.0,15511,59.4,21.0,f,0
15321345,8000,8000,8000.0, 36 months,6.03,243.49,A,A1,sales manager,< 1 year,MORTGAGE,110000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,027xx,MA,16.74,0.0,Jan-1984,3.0,,,12.0,0.0,16077,24.8,33.0,f,0
29280971,26000,26000,26000.0, 60 months,20.31,693.34,D,D5,Raytheon Inc,10+ years,MORTGAGE,80000.0,Verified,n,,,debt_consolidation,bill consolidation,900xx,CA,14.63,0.0,Sep-2002,0.0,,,13.0,0.0,27294,82.0,24.0,f,0
60981403,6300,6300,6300.0, 36 months,11.49,207.72,B,B4,Procter and Gamble,10+ years,MORTGAGE,63000.0,Verified,n,,,major_purchase,2005 Toyota Prius,317xx,GA,10.48,1.0,Jul-1989,0.0,19.0,,7.0,0.0,5348,5.3,33.0,f,0
62782847,6500,6500,6500.0, 36 months,7.69,202.76,A,A4,inspector,10+ years,RENT,48000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,900xx,CA,17.93,0.0,Feb-2001,0.0,,,6.0,0.0,7610,50.1,15.0,w,0
19003129,6975,6975,6975.0, 36 months,7.89,218.22,A,A5,Accountant,3 years,MORTGAGE,40000.0,Verified,n,,,credit_card,Credit card refinancing,761xx,TX,26.31,0.0,Dec-2001,0.0,,,25.0,0.0,26116,25.0,52.0,w,0
60326172,4050,4050,4050.0, 36 months,13.67,137.78,C,C4,,,RENT,8832.0,Verified,n,,,debt_consolidation,Debt consolidation,927xx,CA,17.46,0.0,May-1987,1.0,,,5.0,0.0,5835,49.4,10.0,f,1
78438285,26000,26000,26000.0, 60 months,17.57,654.17,D,D4,Partner,10+ years,MORTGAGE,150000.0,Source Verified,n,,,home_improvement,Home improvement,068xx,CT,18.38,0.0,Dec-1985,0.0,29.0,,6.0,0.0,20265,87.0,22.0,w,0
9933674,15000,15000,15000.0, 36 months,6.49,459.67,A,A2,Electrician,< 1 year,OWN,62000.0,Not Verified,n,,,credit_card,Credit card refinancing,925xx,CA,9.37,0.0,Aug-2002,0.0,,,8.0,0.0,7727,51.5,15.0,w,0
39323703,10000,10000,10000.0, 60 months,18.25,255.3,E,E1,Bus Escort,10+ years,RENT,38300.0,Source Verified,n,,,debt_consolidation,Debt consolidation,104xx,NY,14.48,1.0,Nov-2002,0.0,10.0,46.0,11.0,1.0,7119,53.5,14.0,w,1
82245943,5000,5000,5000.0, 36 months,12.12,166.36,B,B3,Columbia River Steele & Const ,7 years,MORTGAGE,47000.0,Not Verified,n,,,major_purchase,hot tub,989xx,WA,12.05,0.0,Oct-2002,1.0,,89.0,12.0,1.0,5000,29.1,17.0,w,0
52451993,12000,12000,12000.0, 60 months,18.99,311.23,E,E1,Supervisor,8 years,MORTGAGE,60000.0,Verified,n,,,debt_consolidation,Debt consolidation,305xx,GA,22.0,0.0,May-2001,0.0,39.0,,11.0,0.0,7072,65.5,35.0,w,0
55449560,35000,35000,34950.0, 60 months,12.69,790.82,C,C2,Police Officer,10+ years,OWN,90000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,553xx,MN,22.61,0.0,Nov-1994,0.0,,,12.0,0.0,21023,43.8,36.0,f,0
2339910,30000,30000,30000.0, 60 months,9.49,629.91,B,B2,Manager,9 years,MORTGAGE,83000.0,Verified,n,,,credit_card,Credit card refinancing,762xx,TX,14.14,0.0,Jan-2002,0.0,,,7.0,0.0,24257,61.9,18.0,w,0
16339720,25000,25000,25000.0, 36 months,16.55,885.73,D,D2,Senior Auditor,10+ years,MORTGAGE,85000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,021xx,MA,23.01,0.0,Jun-2002,0.0,,,7.0,0.0,55024,89.5,23.0,w,0
93309557,12000,12000,12000.0, 60 months,15.31,287.44,C,C4,sales,4 years,MORTGAGE,55000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,130xx,NY,22.76,0.0,Aug-1996,0.0,,,12.0,0.0,16122,64.0,23.0,f,1
14183456,24000,24000,24000.0, 60 months,16.55,590.68,D,D2,Professional Caddie,8 years,RENT,60000.0,Not Verified,n,,,debt_consolidation,Debt consolidation,554xx,MN,19.66,2.0,Feb-2005,0.0,18.0,,10.0,0.0,12782,79.9,23.0,w,1
13878304,10000,10000,10000.0, 60 months,13.18,228.46,C,C3,Program Assistant,10+ years,RENT,49592.0,Not Verified,n,,,debt_consolidation,Debt consolidation,104xx,NY,33.66,0.0,Aug-2006,1.0,,,6.0,0.0,444,2.3,12.0,w,1
14840389,15350,15350,15350.0, 36 months,18.84,561.43,E,E2,Electrician,< 1 year,RENT,52000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,950xx,CA,7.66,0.0,Aug-2005,2.0,28.0,,10.0,0.0,9873,47.5,13.0,f,0
98929562,19200,19200,19200.0, 36 months,5.32,578.21,A,A1,Network Engineer II,6 years,MORTGAGE,68000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,750xx,TX,17.68,0.0,Feb-2002,0.0,,,20.0,0.0,15383,25.1,49.0,w,0
51109458,10000,10000,10000.0, 36 months,13.18,337.81,C,C3,Case Manager,10+ years,RENT,62000.0,Source Verified,n,,,major_purchase,Major purchase,956xx,CA,5.05,0.0,May-1985,2.0,68.0,97.0,9.0,1.0,7379,48.2,16.0,w,0
79924532,35000,35000,35000.0, 60 months,17.14,872.48,D,D4,PHARMACIST,4 years,MORTGAGE,100000.0,Verified,n,,,house,Home buying,625xx,IL,6.25,0.0,Dec-1995,0.0,,,10.0,0.0,3257,6.1,28.0,f,0
5900098,17975,17975,17700.0, 60 months,16.55,442.39,D,D2,Vault coordinator,10+ years,MORTGAGE,52000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,852xx,AZ,31.55,0.0,Dec-1996,0.0,,68.0,18.0,1.0,7311,27.3,41.0,f,1
73580279,30000,30000,29950.0, 60 months,22.45,836.27,E,E5,Sr. Supervisor,10+ years,OWN,95000.0,Verified,n,,,debt_consolidation,Debt consolidation,130xx,NY,22.21,1.0,May-1984,5.0,9.0,,13.0,0.0,22135,77.7,35.0,w,0
63032279,5000,5000,5000.0, 36 months,6.68,153.66,A,A3,Assistant Manager,2 years,RENT,55000.0,Not Verified,n,,,credit_card,Credit card refinancing,891xx,NV,7.83,0.0,Apr-2001,0.0,,,5.0,0.0,9958,20.0,7.0,f,0
14585659,24000,24000,24000.0, 60 months,18.99,622.45,E,E1,Owner,2 years,MORTGAGE,120000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,034xx,NH,13.8,0.0,Jan-2004,1.0,,,12.0,0.0,17169,72.1,23.0,w,0
87723602,9900,9900,9900.0, 36 months,16.29,349.48,D,D2,Home School Liaison,10+ years,RENT,62000.0,Source Verified,n,,,debt_consolidation,Debt consolidation,551xx,MN,11.79,1.0,Dec-1998,1.0,7.0,,13.0,0.0,5667,53.0,29.0,w,0
13027868,29175,29175,29100.0, 60 months,13.11,665.47,B,B4,City Of Milpitas,10+ years,MORTGAGE,132000.0,Verified,n,,  Borrower added on 08/01/12 > I wanted to buy a pool for my daughters and pay it off within 5yrs instead of pulling equity on a 30 year loan.  I never heard of Lending Club until pool finance company introduced it to me.  I though it was a great idea because most banks won't give out personal loans anymore.<br>,home_improvement,Pool Loan,952xx,CA,12.31,0.0,Jan-1994,2.0,,,5.0,0.0,5375,19.3,23.0,f,0
83527267,2925,2925,2925.0, 36 months,12.99,98.55,C,C2,Office Manager/Principal's Secretary,10+ years,MORTGAGE,38000.0,Verified,n,,,car,Car financing,936xx,CA,3.1,0.0,Feb-1995,0.0,30.0,57.0,7.0,1.0,2517,53.6,35.0,f,0
98298909,5000,5000,4975.0, 36 months,13.92,170.69,C,C4,Client Development Services,< 1 year,RENT,33600.0,Not Verified,n,,"  Borrower added on 01/05/10 > I plan to use the funds provided to pay off my credit cards. I am a graduate from DeVry University and love my job as a bilingual health care activation specialist, in monthly reviews I have double my improvement and have won company contests in improving efficiency in saving time while managing quality of  health care accounts.  I make $2,800 a month with a potential of $1,100 on monthly commissions, which I am determined to get. I am a responsible, dedicated and dependable person who deserves your help. Thank you for your consideration.<br/>",other,Credit Card Relief,891xx,NV,15.68,0.0,Nov-2005,1.0,,,17.0,0.0,3450,32.2,17.0,f,0
57746795,12000,12000,12000.0, 60 months,23.63,342.65,F,F3,Phoenix Coffee Company,2 years,RENT,36400.0,Verified,n,,"  Borrower added on 04/26/13 > I plan to use this money to pay off my credit card balances. I am a good borrower because I take debts seriously and always make all of my payments. I have been with my employer for about two years, full-time for the past 6 months. It is a stable salaried position.<br>",debt_consolidation,Consolidation Loan,441xx,OH,31.22,0.0,Jul-1987,0.0,,,13.0,0.0,7035,90.2,29.0,f,0
78216453,19425,19425,19425.0, 60 months,16.29,475.38,C,C4,Clark County School District,10+ years,RENT,64438.0,Verified,n,,  Borrower added on 02/13/13 > This loan is to pay off the last of my high-interest credit cards.<br>,debt_consolidation,Good Bye High Interest Rates,890xx,NV,24.9,0.0,Dec-2003,0.0,,,13.0,0.0,8616,61.5,33.0,f,0
82310450,15000,15000,15000.0, 36 months,13.11,506.21,B,B4,CARECEN,1 year,RENT,65000.0,Not Verified,n,,"  Borrower added on 08/23/12 > I recently purchased a home in VA that I want to renovate and fix up to have it ready to be rented to the public.  It needs work and I&rsquo;ve already invested about $10,000.  With a bit of help, I can have the two units ready for the rental market and it is located a block from an university.<br>",debt_consolidation,House Renovation and Consolidation,941xx,CA,19.35,1.0,Jan-1996,0.0,10.0,,9.0,0.0,8613,56.3,20.0,f,0
15655602,16750,16750,16750.0, 36 months,13.98,572.32,C,C3,Dock Worker,1 year,MORTGAGE,42120.0,Source Verified,n,,,debt_consolidation,Debt consolidation,379xx,TN,19.83,0.0,Feb-2006,0.0,,78.0,5.0,2.0,2454,43.1,22.0,w,0
92261275,9000,9000,9000.0, 36 months,10.99,294.61,B,B2,technician,10+ years,RENT,47000.0,Source Verified,n,,  Borrower added on 03/12/14 > pay down high interest rate credit cards.<br>,credit_card,Credit card refinancing,328xx,FL,29.95,0.0,Dec-1987,2.0,52.0,84.0,6.0,1.0,8993,92.0,14.0,f,0
49914308,10000,10000,10000.0, 36 months,11.53,329.91,B,B5,Process Technician,4 years,RENT,45000.0,Verified,n,,,debt_consolidation,Debt consolidation,945xx,CA,16.03,0.0,Oct-2009,0.0,,,5.0,0.0,7988,92.9,7.0,w,0
39806575,7800,7800,7800.0, 36 months,5.93,237.05,A,A1,A/V ENGINEER,8 years,MORTGAGE,102932.0,Source Verified,n,,,debt_consolidation,Debt consolidation,207xx,MD,7.57,0.0,Sep-1995,0.0,,,11.0,0.0,16092,30.1,30.0,f,0
70575658,9600,9600,9600.0, 36 months,6.89,295.94,A,A3,chauffeur,4 years,RENT,60000.0,Source Verified,n,,,credit_card,Credit card refinancing,117xx,NY,7.5,0.0,Oct-1996,0.0,,99.0,6.0,1.0,12613,30.1,9.0,f,0
